cus_id,cus_name,cus_phone,cus_email,type_id,type_name,type_desc,loc_id,loc_x,loc_y,region_name
1250,Ermentraud Hauptmann,+999652064835,ermentraud.hauptmann@example.com,1,PERSON,Some description for person type,1250,12.74,45.26,Krk
1251,Andre Vuong,+999756741734,andre.vuong@example.com,1,PERSON,Some description for person type,1251,12.74,45.24,Krk
1252,Crystal Wu,+999271276381,crystal.wu@example.com,1,PERSON,Some description for person type,1252,12.78,45.14,Vrh
1253,Marleen Gorre,+999366589916,marleen.gorre@example.com,1,PERSON,Some description for person type,1253,13.05,45.09,Punat
1254,Geert DUSSEL,+999671300410,geert.dussel@example.com,1,PERSON,Some description for person type,1254,12.74,45.23,Krk
1255,tova Lazarenko,+999719620098,tova.lazarenko@example.com,1,PERSON,Some description for person type,1255,12.82,45.16,Vrh
1256,Tara Graaf,+999526208539,tara.graaf@example.com,1,PERSON,Some description for person type,1256,12.74,45.25,Krk
1257,Ute Dietlen,+99983420562,ute.dietlen@example.com,1,PERSON,Some description for person type,1257,12.75,45.21,Krk
1258,Anina Hamp,+999529763446,anina.hamp@example.com,1,PERSON,Some description for person type,1258,12.74,45.24,Krk
1259,Mariele Doerries,+999882945612,mariele.doerries@example.com,1,PERSON,Some description for person type,1259,13.01,45.22,Njivice
1260,Ermentrud Vinke,+999667500121,ermentrud.vinke@example.com,1,PERSON,Some description for person type,1260,12.93,45.10,Malinska
1261,Tammy Raman,+999966594270,tammy.raman@example.com,1,PERSON,Some description for person type,1261,12.95,45.09,Malinska
1262,Margareta Krei,+999533795897,margareta.krei@example.com,1,PERSON,Some description for person type,1262,12.93,45.11,Malinska
1263,Gretchen Bartl,+999732448739,gretchen.bartl@example.com,1,PERSON,Some description for person type,1263,12.75,45.21,Krk
1264,Carola Breed,+999956790835,carola.breed@example.com,1,PERSON,Some description for person type,1264,12.72,45.25,Krk
1265,Wendy Mollet,+999547928497,wendy.mollet@example.com,1,PERSON,Some description for person type,1265,12.76,45.22,Krk
1266,Benedikta Eisenblaetter,+999277974030,benedikta.eisenblaetter@example.com,1,PERSON,Some description for person type,1266,12.75,45.23,Krk
1267,Isabel Alexander,+999142913961,isabel.alexander@example.com,1,PERSON,Some description for person type,1267,12.81,45.18,Baška
1268,Thea Binnenkamp,+999790480401,thea.binnenkamp@example.com,1,PERSON,Some description for person type,1268,12.95,45.11,Malinska
1269,Kelli Andersen,+999846610760,kelli.andersen@example.com,1,PERSON,Some description for person type,1269,12.76,45.22,Krk
1270,Viktoria Christiansen,+999216137971,viktoria.christiansen@example.com,1,PERSON,Some description for person type,1270,13.02,45.23,Njivice
1271,Ellen Cok,+999347808759,ellen.cok@example.com,1,PERSON,Some description for person type,1271,12.78,45.22,Baška
1272,George McDonald,+999426557680,george.mcdonald@example.com,1,PERSON,Some description for person type,1272,13.01,45.26,Njivice
1273,Christine Jai,+999392082307,christine.jai@example.com,1,PERSON,Some description for person type,1273,12.76,45.23,Kornić
1274,Kendra Suarez,+999918311104,kendra.suarez@example.com,1,PERSON,Some description for person type,1274,12.72,45.26,Krk
1275,Arnulf Ketterer,+999691232970,arnulf.ketterer@example.com,1,PERSON,Some description for person type,1275,12.81,45.22,Baška
1276,Frauke Amerkamp,+999825352637,frauke.amerkamp@example.com,1,PERSON,Some description for person type,1276,13.03,45.27,Vrbnik
1277,Wigburg Radel,+999216506190,wigburg.radel@example.com,1,PERSON,Some description for person type,1277,12.82,45.20,Baška
1278,Kellie TENSEN,+999117866237,kellie.tensen@example.com,1,PERSON,Some description for person type,1278,12.75,45.23,Krk
1279,Kees Post,+999445818068,kees.post@example.com,1,PERSON,Some description for person type,1279,12.81,45.22,Baška
1280,Martha Zeng,+999480483061,martha.zeng@example.com,1,PERSON,Some description for person type,1280,12.76,45.26,Krk
1281,Heidi Kammeraad,+999973652832,heidi.kammeraad@example.com,1,PERSON,Some description for person type,1281,12.80,45.20,Baška
1282,Cassandra Prasad,+999519579783,cassandra.prasad@example.com,1,PERSON,Some description for person type,1282,12.77,45.22,Baška
1283,Rachael NORBERHUIS,+999117371510,rachael.norberhuis@example.com,1,PERSON,Some description for person type,1283,12.72,45.24,Krk
1284,Lydia Westplate,+999113592482,lydia.westplate@example.com,1,PERSON,Some description for person type,1284,12.76,45.22,Krk
1285,Sandra Hu,+999165942475,sandra.hu@example.com,1,PERSON,Some description for person type,1285,13.03,45.26,Vrbnik
1286,Amalasuintha Ringhof,+999191495663,amalasuintha.ringhof@example.com,1,PERSON,Some description for person type,1286,12.76,45.21,Krk
1287,Evelyn Malhotra,+999637466010,evelyn.malhotra@example.com,1,PERSON,Some description for person type,1287,12.96,45.13,Malinska
1288,Luise Andree,+999442560236,luise.andree@example.com,1,PERSON,Some description for person type,1288,12.79,45.19,Baška
1289,Kari Boot-Kooymans,+999490178960,kari.boot-kooymans@example.com,1,PERSON,Some description for person type,1289,12.75,45.22,Kornić
1290,Casey Tang,+999453437834,casey.tang@example.com,1,PERSON,Some description for person type,1290,12.72,45.24,Krk
1291,Margareta Bruchmann,+999373956769,margareta.bruchmann@example.com,1,PERSON,Some description for person type,1291,13.01,45.23,Njivice
1292,Haley Havekes,+999285754098,haley.havekes@example.com,1,PERSON,Some description for person type,1292,12.95,45.11,Malinska
1293,Erma Eberhardt,+999560950862,erma.eberhardt@example.com,1,PERSON,Some description for person type,1293,12.77,45.18,Baška
1294,Felicie Einhoff,+999815343414,felicie.einhoff@example.com,1,PERSON,Some description for person type,1294,13.01,45.27,Vrbnik
1295,Stefanie Rodriguez,+999974057027,stefanie.rodriguez@example.com,1,PERSON,Some description for person type,1295,12.80,45.18,Baška
1296,Sigi Heubeck,+999237574876,sigi.heubeck@example.com,1,PERSON,Some description for person type,1296,12.81,45.22,Baška
1297,Nuan Zheng,+999152091596,nuan.zheng@example.com,1,PERSON,Some description for person type,1297,12.74,45.20,Kornić
1298,Roy Sai,+999209393544,roy.sai@example.com,1,PERSON,Some description for person type,1298,12.72,45.26,Krk
1299,Tabea Staudinger,+999558907622,tabea.staudinger@example.com,1,PERSON,Some description for person type,1299,13.03,45.21,Njivice
1300,Claudia DOEVENDANS OLIVA,+999978569027,claudia.doevendans.oliva@example.com,1,PERSON,Some description for person type,1300,12.95,45.14,Malinska
1301,JAN Vrieling,+999489935162,jan.vrieling@example.com,1,PERSON,Some description for person type,1301,12.76,45.22,Krk
1302,Joseph Taylor,+999433857044,joseph.taylor@example.com,1,PERSON,Some description for person type,1302,12.80,45.21,Baška
1303,Audrey Claessens,+999447397199,audrey.claessens@example.com,1,PERSON,Some description for person type,1303,12.98,45.26,Njivice
1304,Sommer Stenwedel,+999317893217,sommer.stenwedel@example.com,1,PERSON,Some description for person type,1304,12.74,45.23,Kornić
1305,Chantal Heldens-Rombouts,+999738680756,chantal.heldens-rombouts@example.com,1,PERSON,Some description for person type,1305,12.77,45.22,Krk
1306,Sigi Hack,+999174571162,sigi.hack@example.com,1,PERSON,Some description for person type,1306,12.73,45.22,Krk
1307,Klara Frese,+999914689290,klara.frese@example.com,1,PERSON,Some description for person type,1307,13.01,45.25,Njivice
1308,Karla Anand,+999942612425,karla.anand@example.com,1,PERSON,Some description for person type,1308,13.03,45.24,Njivice
1309,Martha Gao,+999848616168,martha.gao@example.com,1,PERSON,Some description for person type,1309,13.06,45.12,Punat
1310,Carola Kok,+999439497357,carola.kok@example.com,1,PERSON,Some description for person type,1310,12.82,45.22,Baška
1311,Dagmar Senfft,+999246503389,dagmar.senfft@example.com,1,PERSON,Some description for person type,1311,13.01,45.24,Vrbnik
1312,Heidi Rana,+999384718930,heidi.rana@example.com,1,PERSON,Some description for person type,1312,12.74,45.21,Kornić
1313,Alexa Kelly,+999322842729,alexa.kelly@example.com,1,PERSON,Some description for person type,1313,13.03,45.28,Vrbnik
1314,Gertrud Jolasse,+999472503577,gertrud.jolasse@example.com,1,PERSON,Some description for person type,1314,12.80,45.17,Vrh
1315,Martijn Gorp,+99972574641,martijn.gorp@example.com,1,PERSON,Some description for person type,1315,12.94,45.09,Malinska
1316,Alice Schripsema,+999665493150,alice.schripsema@example.com,1,PERSON,Some description for person type,1316,12.95,45.13,Malinska
1317,Hrodohaidis Kuhlmey,+999636895938,hrodohaidis.kuhlmey@example.com,1,PERSON,Some description for person type,1317,12.77,45.21,Baška
1318,Sharon Verhoeven,+999147636601,sharon.verhoeven@example.com,1,PERSON,Some description for person type,1318,12.96,45.11,Malinska
1319,Margaret Patterson,+999129555911,margaret.patterson@example.com,1,PERSON,Some description for person type,1319,12.75,45.24,Krk
1320,Carla Andrejeva,+999359819770,carla.andrejeva@example.com,1,PERSON,Some description for person type,1320,12.77,45.19,Baška
1321,Malasintha Brill,+99953846108,malasintha.brill@example.com,1,PERSON,Some description for person type,1321,12.80,45.18,Baška
1322,Klara Scherenberg,+999186819683,klara.scherenberg@example.com,1,PERSON,Some description for person type,1322,12.77,45.19,Baška
1323,Dick Al - Ebady,+999299224199,dick.al.-.ebady@example.com,1,PERSON,Some description for person type,1323,12.77,45.24,Krk
1324,Viktor Boersma,+999613833610,viktor.boersma@example.com,1,PERSON,Some description for person type,1324,12.74,45.23,Krk
1325,Vreni Reinkober,+999704102741,vreni.reinkober@example.com,1,PERSON,Some description for person type,1325,12.78,45.21,Baška
1326,Jacquelyn Khedoe,+999897241562,jacquelyn.khedoe@example.com,1,PERSON,Some description for person type,1326,12.80,45.22,Baška
1327,Sascha Thierfelder,+99949326395,sascha.thierfelder@example.com,1,PERSON,Some description for person type,1327,12.77,45.13,Vrh
1328,Tammy Vries,+999263362319,tammy.vries@example.com,1,PERSON,Some description for person type,1328,12.76,45.24,Krk
1329,Ermentraude Sommer,+999186574666,ermentraude.sommer@example.com,1,PERSON,Some description for person type,1329,12.77,45.22,Krk
1330,Kerstin Bolm,+999694777164,kerstin.bolm@example.com,1,PERSON,Some description for person type,1330,12.73,45.25,Krk
1331,Annelien Mummert,+999626836198,annelien.mummert@example.com,1,PERSON,Some description for person type,1331,13.01,45.12,Punat
1332,Jill Sandoval,+999354812262,jill.sandoval@example.com,1,PERSON,Some description for person type,1332,12.80,45.21,Baška
1333,riet Rook,+999431712064,riet.rook@example.com,1,PERSON,Some description for person type,1333,12.75,45.22,Krk
1334,Laura Li,+999934518645,laura.li@example.com,1,PERSON,Some description for person type,1334,12.75,45.22,Krk
1335,Cynthia Mehta,+999489464830,cynthia.mehta@example.com,1,PERSON,Some description for person type,1335,12.79,45.16,Vrh
1336,Dustin Anand,+999370574305,dustin.anand@example.com,1,PERSON,Some description for person type,1336,12.80,45.16,Vrh
1337,Susan Wu,+999646470073,susan.wu@example.com,1,PERSON,Some description for person type,1337,12.95,45.11,Malinska
1338,Karla Raji,+999432158322,karla.raji@example.com,1,PERSON,Some description for person type,1338,12.82,45.23,Baška
1339,Marlis Neumayr,+999540627347,marlis.neumayr@example.com,1,PERSON,Some description for person type,1339,13.00,45.26,Njivice
1340,Tamara Chen,+999622924186,tamara.chen@example.com,1,PERSON,Some description for person type,1340,12.77,45.20,Baška
1341,Jack King,+999688507056,jack.king@example.com,1,PERSON,Some description for person type,1341,12.79,45.19,Baška
1342,Marcel Gideonse,+999170036360,marcel.gideonse@example.com,1,PERSON,Some description for person type,1342,12.77,45.23,Baška
1343,Valda Weitkus,+999583767106,valda.weitkus@example.com,1,PERSON,Some description for person type,1343,12.75,45.26,Krk
1344,jaap CaluwŽ,+999905654539,jaap.caluwž@example.com,1,PERSON,Some description for person type,1344,12.74,45.23,Krk
1345,Carrie Lumeij,+999235211929,carrie.lumeij@example.com,1,PERSON,Some description for person type,1345,12.76,45.21,Krk
1346,Karoline Gessner,+999192058797,karoline.gessner@example.com,1,PERSON,Some description for person type,1346,12.72,45.26,Krk
1347,Cindy Veendorp,+999270096249,cindy.veendorp@example.com,1,PERSON,Some description for person type,1347,13.03,45.26,Njivice
1348,Sandra Liang,+999397097785,sandra.liang@example.com,1,PERSON,Some description for person type,1348,12.77,45.20,Baška
1349,Rudi Rech,+999894220291,rudi.rech@example.com,1,PERSON,Some description for person type,1349,12.96,45.13,Malinska
1350,Margaret Zhang,+999442324353,margaret.zhang@example.com,1,PERSON,Some description for person type,1350,12.73,45.21,Krk
1351,Clarence He,+999698803612,clarence.he@example.com,1,PERSON,Some description for person type,1351,12.76,45.26,Krk
1352,Casey Vries,+999467320955,casey.vries@example.com,1,PERSON,Some description for person type,1352,12.99,45.21,Njivice
1353,Adrienne Gill,+999559619351,adrienne.gill@example.com,1,PERSON,Some description for person type,1353,12.78,45.22,Baška
1354,Clayton Andersen,+999537108613,clayton.andersen@example.com,1,PERSON,Some description for person type,1354,12.72,45.25,Krk
1355,Olivia Kelly,+999288926036,olivia.kelly@example.com,1,PERSON,Some description for person type,1355,12.76,45.26,Krk
1356,Nichole Chander,+99924123324,nichole.chander@example.com,1,PERSON,Some description for person type,1356,13.00,45.21,Njivice
1357,Ronald Tjon-A-Hen,+999403419443,ronald.tjon-a-hen@example.com,1,PERSON,Some description for person type,1357,13.01,45.21,Njivice
1358,Josepha Engelhardt,+999592888621,josepha.engelhardt@example.com,1,PERSON,Some description for person type,1358,12.76,45.22,Krk
1359,Carly Xie,+999241970945,carly.xie@example.com,1,PERSON,Some description for person type,1359,12.95,45.12,Malinska
1360,Elli Heubuch,+999705566962,elli.heubuch@example.com,1,PERSON,Some description for person type,1360,12.98,45.22,Njivice
1361,Riny Wuusten,+999858764132,riny.wuusten@example.com,1,PERSON,Some description for person type,1361,13.01,45.23,Njivice
1362,Verena Moldenhauser,+999599022649,verena.moldenhauser@example.com,1,PERSON,Some description for person type,1362,12.92,45.10,Malinska
1363,monika Suppers,+999291461985,monika.suppers@example.com,1,PERSON,Some description for person type,1363,12.95,45.10,Malinska
1364,v vossen Ouwerkerk,+999606323586,v.vossen.ouwerkerk@example.com,1,PERSON,Some description for person type,1364,12.82,45.19,Baška
1365,Yvonne Nelissen,+999674389882,yvonne.nelissen@example.com,1,PERSON,Some description for person type,1365,12.74,45.21,Krk
1366,Marlis Kiesgen,+999706377001,marlis.kiesgen@example.com,1,PERSON,Some description for person type,1366,13.06,45.13,Punat
1367,Kathleen Meij,+999364419264,kathleen.meij@example.com,1,PERSON,Some description for person type,1367,13.03,45.28,Omišalj
1368,Shawn Deng,+999536615528,shawn.deng@example.com,1,PERSON,Some description for person type,1368,12.73,45.25,Krk
1369,Carina Meltzer,+999233510565,carina.meltzer@example.com,1,PERSON,Some description for person type,1369,12.81,45.21,Baška
1370,Baldwin Boer,+999264923303,baldwin.boer@example.com,1,PERSON,Some description for person type,1370,12.75,45.21,Krk
1371,Aleit Lechl,+999400217020,aleit.lechl@example.com,1,PERSON,Some description for person type,1371,12.72,45.21,Krk
1372,Stefanie Kloet,+999288067181,stefanie.kloet@example.com,1,PERSON,Some description for person type,1372,13.04,45.29,Vrbnik
1373,Otthild Duenkler,+999937101366,otthild.duenkler@example.com,1,PERSON,Some description for person type,1373,12.77,45.24,Krk
1374,Constantin Bering,+999296396602,constantin.bering@example.com,1,PERSON,Some description for person type,1374,12.74,45.23,Krk
1375,Valda Stollenberg,+999711708178,valda.stollenberg@example.com,1,PERSON,Some description for person type,1375,12.73,45.18,Kornić
1376,Reinhilde Bruchmann,+999198864651,reinhilde.bruchmann@example.com,1,PERSON,Some description for person type,1376,12.77,45.18,Kornić
1377,Tabitha Wouthuijsen,+999458724332,tabitha.wouthuijsen@example.com,1,PERSON,Some description for person type,1377,12.81,45.20,Baška
1378,Genovefa Assmann,+999557096408,genovefa.assmann@example.com,1,PERSON,Some description for person type,1378,12.80,45.19,Baška
1379,Anna Washington,+999358703554,anna.washington@example.com,1,PERSON,Some description for person type,1379,12.72,45.23,Krk
1380,Brenda zijlmans,+999108732,brenda.zijlmans@example.com,1,PERSON,Some description for person type,1380,13.03,45.24,Omišalj
1381,Kyle Scott,+999182326773,kyle.scott@example.com,1,PERSON,Some description for person type,1381,12.79,45.18,Baška
1382,Hedy Berthold,+999594091711,hedy.berthold@example.com,1,PERSON,Some description for person type,1382,12.96,45.11,Malinska
1383,Carina Dittmer,+999225693394,carina.dittmer@example.com,1,PERSON,Some description for person type,1383,12.75,45.22,Krk
1384,rachida Nauta,+999995686283,rachida.nauta@example.com,1,PERSON,Some description for person type,1384,12.74,45.21,Krk
1385,Joanna Guis,+999678507048,joanna.guis@example.com,1,PERSON,Some description for person type,1385,12.80,45.20,Baška
1386,Albert Blanco,+999784549221,albert.blanco@example.com,1,PERSON,Some description for person type,1386,12.80,45.22,Baška
1387,Latasha Reckers,+999384451463,latasha.reckers@example.com,1,PERSON,Some description for person type,1387,13.01,45.21,Njivice
1388,Kriemhilde Wunram,+999554158958,kriemhilde.wunram@example.com,1,PERSON,Some description for person type,1388,12.77,45.25,Krk
1389,Natascha Gog,+999702139878,natascha.gog@example.com,1,PERSON,Some description for person type,1389,12.77,45.19,Baška
1390,Mayra Schmidt,+999861956135,mayra.schmidt@example.com,1,PERSON,Some description for person type,1390,13.02,45.26,Vrbnik
1391,Marissa Bryant,+999564072133,marissa.bryant@example.com,1,PERSON,Some description for person type,1391,12.76,45.25,Krk
1392,Omar She,+999121926600,omar.she@example.com,1,PERSON,Some description for person type,1392,12.76,45.22,Krk
1393,Gabriella Roberts,+999798789365,gabriella.roberts@example.com,1,PERSON,Some description for person type,1393,13.04,45.27,Vrbnik
1394,Jaclyn Bakker,+9992761419,jaclyn.bakker@example.com,1,PERSON,Some description for person type,1394,12.76,45.25,Krk
1395,Katrina Goel,+999327359289,katrina.goel@example.com,1,PERSON,Some description for person type,1395,12.77,45.21,Baška
1396,jaap Boon,+999961403592,jaap.boon@example.com,1,PERSON,Some description for person type,1396,13.01,45.27,Vrbnik
1397,Tracy Wijgerd,+999121415880,tracy.wijgerd@example.com,1,PERSON,Some description for person type,1397,12.73,45.22,Krk
1398,Franziska Guetschow,+999952753158,franziska.guetschow@example.com,1,PERSON,Some description for person type,1398,13.06,45.27,Vrbnik
1399,Gudrun Nielsen,+999729639222,gudrun.nielsen@example.com,1,PERSON,Some description for person type,1399,13.03,45.28,Vrbnik
1400,Benedikta von Poppenheim,+999720846246,benedikta.von.poppenheim@example.com,1,PERSON,Some description for person type,1400,13.01,45.13,Punat
1401,Whitney Mehta,+99964733554,whitney.mehta@example.com,1,PERSON,Some description for person type,1401,12.73,45.21,Krk
1402,Sonja Noord,+999833328301,sonja.noord@example.com,1,PERSON,Some description for person type,1402,12.76,45.21,Krk
1403,Renske Burger,+999142252134,renske.burger@example.com,1,PERSON,Some description for person type,1403,12.72,45.26,Krk
1404,Jacqy Jodha,+999433766952,jacqy.jodha@example.com,1,PERSON,Some description for person type,1404,12.72,45.18,Kornić
1405,piet Ingen,+999370398449,piet.ingen@example.com,1,PERSON,Some description for person type,1405,13.06,45.28,Vrbnik
1406,Margarete Pilz,+999910300969,margarete.pilz@example.com,1,PERSON,Some description for person type,1406,12.72,45.24,Krk
1407,Mayra Subram,+999944394069,mayra.subram@example.com,1,PERSON,Some description for person type,1407,12.98,45.23,Njivice
1408,Heidi Biegi,+999801363870,heidi.biegi@example.com,1,PERSON,Some description for person type,1408,12.74,45.22,Krk
1409,Amalie Schwede,+999408319550,amalie.schwede@example.com,1,PERSON,Some description for person type,1409,12.95,45.14,Malinska
1410,Zico Santos Gomez,+999626551576,zico.santos.gomez@example.com,1,PERSON,Some description for person type,1410,12.80,45.19,Baška
1411,Edwin laan,+99997048714,edwin.laan@example.com,1,PERSON,Some description for person type,1411,12.93,45.14,Malinska
1412,Micheal Alonso,+999502274193,micheal.alonso@example.com,1,PERSON,Some description for person type,1412,12.81,45.21,Baška
1413,Annaliesa Halbeck,+999747606182,annaliesa.halbeck@example.com,1,PERSON,Some description for person type,1413,13.04,45.27,Vrbnik
1414,Lutgard Udet,+999519622655,lutgard.udet@example.com,1,PERSON,Some description for person type,1414,12.81,45.18,Baška
1415,Reinhardt Schelhorn,+999669998916,reinhardt.schelhorn@example.com,1,PERSON,Some description for person type,1415,12.79,45.18,Baška
1416,Kelvin Yang,+99965045862,kelvin.yang@example.com,1,PERSON,Some description for person type,1416,12.77,45.24,Krk
1417,Stacey CORNEL,+999145451936,stacey.cornel@example.com,1,PERSON,Some description for person type,1417,12.73,45.24,Krk
1418,Cindy Garcia,+999879724014,cindy.garcia@example.com,1,PERSON,Some description for person type,1418,13.05,45.28,Vrbnik
1419,Ebony Gomez,+999911830353,ebony.gomez@example.com,1,PERSON,Some description for person type,1419,12.74,45.22,Krk
1420,Malasintha Berghausen,+999744725565,malasintha.berghausen@example.com,1,PERSON,Some description for person type,1420,12.75,45.21,Kornić
1421,Christina ZOMERDIJK,+999995175418,christina.zomerdijk@example.com,1,PERSON,Some description for person type,1421,12.77,45.19,Baška
1422,Leonore Trenkmann,+999360049135,leonore.trenkmann@example.com,1,PERSON,Some description for person type,1422,12.81,45.22,Baška
1423,Michele Malhotra,+999369035850,michele.malhotra@example.com,1,PERSON,Some description for person type,1423,12.77,45.22,Krk
1424,Bridget Koene,+999563843014,bridget.koene@example.com,1,PERSON,Some description for person type,1424,12.73,45.23,Krk
1425,Klara Kracht,+99934629880,klara.kracht@example.com,1,PERSON,Some description for person type,1425,12.78,45.23,Baška
1426,Tabea Sponeck,+999830959790,tabea.sponeck@example.com,1,PERSON,Some description for person type,1426,12.73,45.23,Krk
1427,Emma Grosan,+999843979218,emma.grosan@example.com,1,PERSON,Some description for person type,1427,12.81,45.21,Baška
1428,Ans Stoop,+999846969664,ans.stoop@example.com,1,PERSON,Some description for person type,1428,13.06,45.26,Vrbnik
1429,Ans Muller,+999533262992,ans.muller@example.com,1,PERSON,Some description for person type,1429,12.92,45.10,Malinska
1430,Karla Deng,+999901130258,karla.deng@example.com,1,PERSON,Some description for person type,1430,12.72,45.21,Krk
1431,Bonnie Suy,+999546662298,bonnie.suy@example.com,1,PERSON,Some description for person type,1431,12.80,45.18,Baška
1432,Carl Xie,+999753320853,carl.xie@example.com,1,PERSON,Some description for person type,1432,12.82,45.19,Baška
1433,Anneliese Duenkler,+999537482393,anneliese.duenkler@example.com,1,PERSON,Some description for person type,1433,12.73,45.22,Krk
1434,Nichole Tang,+999156097463,nichole.tang@example.com,1,PERSON,Some description for person type,1434,12.79,45.19,Baška
1435,Bianca Lu,+999581536639,bianca.lu@example.com,1,PERSON,Some description for person type,1435,13.04,45.25,Vrbnik
1436,Erika Carlson,+999361456645,erika.carlson@example.com,1,PERSON,Some description for person type,1436,12.74,45.25,Krk
1437,Alejandro Luo,+999911484006,alejandro.luo@example.com,1,PERSON,Some description for person type,1437,12.74,45.22,Krk
1438,Lance Alvarez,+999559350003,lance.alvarez@example.com,1,PERSON,Some description for person type,1438,12.78,45.23,Baška
1439,Joel Raman,+999351902821,joel.raman@example.com,1,PERSON,Some description for person type,1439,12.76,45.21,Krk
1440,Eddie Alonso,+999835253340,eddie.alonso@example.com,1,PERSON,Some description for person type,1440,12.82,45.18,Baška
1441,Katarine Jungkunst,+999215686400,katarine.jungkunst@example.com,1,PERSON,Some description for person type,1441,12.77,45.21,Krk
1442,Valerie Zhu,+999624456356,valerie.zhu@example.com,1,PERSON,Some description for person type,1442,12.99,45.23,Njivice
1443,Berndtlubich Siebert,+99945535827,berndtlubich.siebert@example.com,1,PERSON,Some description for person type,1443,12.77,45.15,Vrh
1444,DIENI Balentin,+999925213340,dieni.balentin@example.com,1,PERSON,Some description for person type,1444,13.04,45.28,Vrbnik
1445,Uta Imhoff,+999505824095,uta.imhoff@example.com,1,PERSON,Some description for person type,1445,13.03,45.10,Punat
1446,Bertilda Klaus,+999449767197,bertilda.klaus@example.com,1,PERSON,Some description for person type,1446,13.01,45.25,Vrbnik
1447,Nijboer Zelst,+99982762330,nijboer.zelst@example.com,1,PERSON,Some description for person type,1447,13.00,45.23,Njivice
1448,Mine Romott,+999792738474,mine.romott@example.com,1,PERSON,Some description for person type,1448,12.81,45.18,Baška
1449,Lutz Burghartswieser,+999737346941,lutz.burghartswieser@example.com,1,PERSON,Some description for person type,1449,12.74,45.25,Krk
1450,Evelien Baan,+999120351932,evelien.baan@example.com,1,PERSON,Some description for person type,1450,13.02,45.24,Njivice
1451,Giraldo Sandoval,+999746240142,giraldo.sandoval@example.com,1,PERSON,Some description for person type,1451,13.03,45.29,Vrbnik
1452,Carolyn Schreurs,+999405026678,carolyn.schreurs@example.com,1,PERSON,Some description for person type,1452,13.03,45.25,Vrbnik
1453,Adalheidis Binnig,+99960887492,adalheidis.binnig@example.com,1,PERSON,Some description for person type,1453,12.99,45.21,Njivice
1454,Mieke Krol,+999370219706,mieke.krol@example.com,1,PERSON,Some description for person type,1454,12.80,45.22,Baška
1455,Natasha Poenai,+999751177881,natasha.poenai@example.com,1,PERSON,Some description for person type,1455,12.75,45.25,Krk
1456,Whitney Rodriguez,+999625341353,whitney.rodriguez@example.com,1,PERSON,Some description for person type,1456,12.76,45.21,Krk
1457,Derrick Jiménez,+999159098191,derrick.jiménez@example.com,1,PERSON,Some description for person type,1457,12.76,45.22,Krk
1458,Amelinda Bladt,+999725344863,amelinda.bladt@example.com,1,PERSON,Some description for person type,1458,12.80,45.22,Baška
1459,Lotte Usinger,+999331728636,lotte.usinger@example.com,1,PERSON,Some description for person type,1459,12.73,45.23,Kornić
1460,Jasmine Wurtz,+999274207495,jasmine.wurtz@example.com,1,PERSON,Some description for person type,1460,12.77,45.19,Baška
1461,Misty Shan,+999270931544,misty.shan@example.com,1,PERSON,Some description for person type,1461,12.72,45.21,Krk
1462,Rike Persson,+999153433746,rike.persson@example.com,1,PERSON,Some description for person type,1462,13.04,45.10,Punat
1463,Ermentraude Zillies,+999356603991,ermentraude.zillies@example.com,1,PERSON,Some description for person type,1463,12.77,45.13,Vrh
1464,Deanna Wijck,+999741884395,deanna.wijck@example.com,1,PERSON,Some description for person type,1464,12.79,45.19,Baška
1465,Maud Macher,+999877788982,maud.macher@example.com,1,PERSON,Some description for person type,1465,12.72,45.22,Krk
1466,Carla Rietberg,+999799451708,carla.rietberg@example.com,1,PERSON,Some description for person type,1466,12.76,45.24,Krk
1467,marie-janne Huberts,+999445231508,marie-janne.huberts@example.com,1,PERSON,Some description for person type,1467,12.77,45.24,Krk
1468,Jaime Suarez,+999477493525,jaime.suarez@example.com,1,PERSON,Some description for person type,1468,12.97,45.14,Malinska
1469,Tabitha Garcia,+999456861894,tabitha.garcia@example.com,1,PERSON,Some description for person type,1469,12.94,45.12,Malinska
1470,Carina Engbrecht,+999930898424,carina.engbrecht@example.com,1,PERSON,Some description for person type,1470,12.78,45.13,Vrh
1471,Ingeborg Studte,+999244615532,ingeborg.studte@example.com,1,PERSON,Some description for person type,1471,12.72,45.23,Krk
1472,Renee Klein-Bleumink,+999208936828,renee.klein-bleumink@example.com,1,PERSON,Some description for person type,1472,12.74,45.26,Krk
1473,Corina Dinkelaker,+999927454189,corina.dinkelaker@example.com,1,PERSON,Some description for person type,1473,12.78,45.22,Baška
1474,Elston Rexwinkel,+999397920488,elston.rexwinkel@example.com,1,PERSON,Some description for person type,1474,13.00,45.25,Njivice
1475,Clarimond Dilz,+999977285895,clarimond.dilz@example.com,1,PERSON,Some description for person type,1475,13.03,45.25,Njivice
1476,Marie Rana,+999973624636,marie.rana@example.com,1,PERSON,Some description for person type,1476,13.01,45.28,Vrbnik
1477,Ina Rustveld,+99930657205,ina.rustveld@example.com,1,PERSON,Some description for person type,1477,12.79,45.21,Baška
1478,Kate Franken,+999803825544,kate.franken@example.com,1,PERSON,Some description for person type,1478,13.01,45.22,Njivice
1479,Ronald Srini,+999832082713,ronald.srini@example.com,1,PERSON,Some description for person type,1479,12.77,45.20,Baška
1480,Sandra Ye,+999383528686,sandra.ye@example.com,1,PERSON,Some description for person type,1480,13.02,45.14,Punat
