id,date,capacity,traffic,an_id,an_name,region_name
5989,2022-02-25,563,985,14,6O5L23OOTU,Sužan
5990,2022-02-25,469,821,14,6O5L23OOTU,Sveti Ivan Dobrinjski
5991,2022-02-25,720,1259,14,6O5L23OOTU,Žestilac
5992,2022-02-25,901,1576,14,6O5L23OOTU,Županje
5993,2022-02-25,720,1259,14,6O5L23OOTU,Barušići
5994,2022-02-25,770,1347,14,6O5L23OOTU,Malinska
5995,2022-02-25,1014,1773,14,6O5L23OOTU,Maršići
5996,2022-02-25,1127,1970,14,6O5L23OOTU,Milčetići
5997,2022-02-25,563,984,14,6O5L23OOTU,Radići
5998,2022-02-25,676,1181,14,6O5L23OOTU,Sabljići
5999,2022-02-25,563,984,14,6O5L23OOTU,Strilčići
6000,2022-02-25,317,2578,15,BKFMWP4ZDB,Malinska
6001,2022-02-25,339,2756,15,BKFMWP4ZDB,Maršići
6002,2022-02-25,248,2015,15,BKFMWP4ZDB,Milčetići
6003,2022-02-25,496,4032,15,BKFMWP4ZDB,Radići
6004,2022-02-25,446,3628,15,BKFMWP4ZDB,Sabljići
6005,2022-02-25,297,2419,15,BKFMWP4ZDB,Strilčići
6006,2022-02-25,317,2578,15,BKFMWP4ZDB,Turčić
6007,2022-02-25,339,2756,15,BKFMWP4ZDB,Vantačići
6008,2022-02-25,248,2016,15,BKFMWP4ZDB,Zidarići
6009,2022-02-25,223,2095,16,OSKTT1YXFS,Milovčići
6010,2022-02-25,302,2835,16,OSKTT1YXFS,Oštrobradić
6011,2022-02-25,284,2667,16,OSKTT1YXFS,Porat
6012,2022-02-25,302,2835,16,OSKTT1YXFS,Sveti Anton
6013,2022-02-25,441,4142,16,OSKTT1YXFS,Sveti Ivan
6014,2022-02-25,514,4825,16,OSKTT1YXFS,Sveti Vid-Miholjice
6015,2022-02-25,284,2667,16,OSKTT1YXFS,Žgombići
6016,2022-02-25,399,3746,16,OSKTT1YXFS,Njivice
6017,2022-02-25,368,3460,16,OSKTT1YXFS,Omišalj
6018,2022-02-25,251,2364,16,OSKTT1YXFS,Risika
6019,2022-02-25,237,2226,16,OSKTT1YXFS,Vrbnik
6020,2022-02-25,559,37,17,EAWL5GRXPI,Milčetići
6021,2022-02-25,670,44,17,EAWL5GRXPI,Milovčići
6022,2022-02-25,559,37,17,EAWL5GRXPI,Oštrobradić
6023,2022-02-25,857,57,17,EAWL5GRXPI,Strilčići
6024,2022-02-25,1072,72,17,EAWL5GRXPI,Sveti Anton
6025,2022-02-25,857,57,17,EAWL5GRXPI,Sveti Ivan
6026,2022-02-25,916,61,17,EAWL5GRXPI,Zidarići
6027,2022-02-25,1206,81,17,EAWL5GRXPI,Žgombići
6028,2022-02-25,1341,90,17,EAWL5GRXPI,Njivice
6029,2022-02-25,670,45,17,EAWL5GRXPI,Garica
6030,2022-02-25,804,54,17,EAWL5GRXPI,Kampelje
6031,2022-02-25,670,45,17,EAWL5GRXPI,Risika
6032,2022-02-25,972,13,18,TW6FWFWWRL,Sveti Ivan
6033,2022-02-25,1183,16,18,TW6FWFWWRL,Sveti Vid-Miholjice
6034,2022-02-25,1182,16,18,TW6FWFWWRL,Njivice
6035,2022-02-25,1690,24,18,TW6FWFWWRL,Omišalj
6036,2022-02-25,972,13,18,TW6FWFWWRL,Risika
6037,2022-02-25,1183,16,18,TW6FWFWWRL,Vrbnik
6038,2022-02-25,589,492,19,A6JEL2CAEO,Turčić
6039,2022-02-25,1277,1068,19,A6JEL2CAEO,Punat
6040,2022-02-25,589,492,19,A6JEL2CAEO,Stara Baška
6041,2022-02-25,299,553,20,RCIHSNCBTL,Sveti Ivan
6042,2022-02-25,318,588,20,RCIHSNCBTL,Sveti Vid-Miholjice
6043,2022-02-25,299,553,20,RCIHSNCBTL,Žgombići
6044,2022-02-25,465,860,20,RCIHSNCBTL,Njivice
6045,2022-02-25,503,931,20,RCIHSNCBTL,Omišalj
6046,2022-02-25,318,588,20,RCIHSNCBTL,Kampelje
6047,2022-02-25,503,931,20,RCIHSNCBTL,Risika
6048,2022-02-25,649,1200,20,RCIHSNCBTL,Vrbnik
6049,2022-02-26,632,205,1,PBQ7X5JDYD,Brusići
6050,2022-02-26,903,293,1,PBQ7X5JDYD,Brzac
6051,2022-02-26,903,293,1,PBQ7X5JDYD,Kornić
6052,2022-02-26,519,168,1,PBQ7X5JDYD,Milohnići
6053,2022-02-26,632,205,1,PBQ7X5JDYD,Muraj
6054,2022-02-26,519,168,1,PBQ7X5JDYD,Nenadići
6055,2022-02-26,376,122,1,PBQ7X5JDYD,Vrh
6056,2022-02-26,451,146,1,PBQ7X5JDYD,Žgaljići
6057,2022-02-26,376,122,1,PBQ7X5JDYD,Baška
6058,2022-02-26,1011,974,2,LHP09PJJNH,Kornić
6059,2022-02-26,2427,2337,2,LHP09PJJNH,Krk
6060,2022-02-26,1659,1597,2,LHP09PJJNH,Lakmartin
6061,2022-02-26,1143,256,3,N1B1BNP4BF,Brzac
6062,2022-02-26,1812,406,3,N1B1BNP4BF,Kornić
6063,2022-02-26,2334,523,3,N1B1BNP4BF,Krk
6064,2022-02-26,1371,307,3,N1B1BNP4BF,Lakmartin
6065,2022-02-26,1290,289,3,N1B1BNP4BF,Nenadići
6066,2022-02-26,1371,307,3,N1B1BNP4BF,Pinezići
6067,2022-02-26,1013,227,3,N1B1BNP4BF,Poljica
6068,2022-02-26,108,537,4,DRA7OZ2UFF,Brzac
6069,2022-02-26,171,850,4,DRA7OZ2UFF,Kornić
6070,2022-02-26,189,941,4,DRA7OZ2UFF,Krk
6071,2022-02-26,129,644,4,DRA7OZ2UFF,Lakmartin
6072,2022-02-26,101,505,4,DRA7OZ2UFF,Muraj
6073,2022-02-26,158,786,4,DRA7OZ2UFF,Nenadići
6074,2022-02-26,221,1096,4,DRA7OZ2UFF,Pinezići
6075,2022-02-26,122,605,4,DRA7OZ2UFF,Poljica
6076,2022-02-26,122,605,4,DRA7OZ2UFF,Baška
6077,2022-02-26,129,644,4,DRA7OZ2UFF,Batomalj
6078,2022-02-26,95,476,4,DRA7OZ2UFF,Draga Bašćanska
6079,2022-02-26,600,3297,5,XEDEKWCXKH,Bajčići
6080,2022-02-26,493,2711,5,XEDEKWCXKH,Brusići
6081,2022-02-26,858,4710,5,XEDEKWCXKH,Linardići
6082,2022-02-26,600,3296,5,XEDEKWCXKH,Milohnići
6083,2022-02-26,686,3767,5,XEDEKWCXKH,Skrbčići
6084,2022-02-26,858,4710,5,XEDEKWCXKH,Vrh
6085,2022-02-26,428,2354,5,XEDEKWCXKH,Jurandvor
6086,2022-02-26,357,1963,5,XEDEKWCXKH,Čižići
6087,2022-02-26,486,998,6,DFOH4WOMLZ,Muraj
6088,2022-02-26,746,1530,6,DFOH4WOMLZ,Nenadići
6089,2022-02-26,798,1636,6,DFOH4WOMLZ,Pinezići
6090,2022-02-26,583,1196,6,DFOH4WOMLZ,Poljica
6091,2022-02-26,572,1173,6,DFOH4WOMLZ,Žgaljići
6092,2022-02-26,1168,2394,6,DFOH4WOMLZ,Baška
6093,2022-02-26,1002,2055,6,DFOH4WOMLZ,Batomalj
6094,2022-02-26,686,1406,6,DFOH4WOMLZ,Draga Bašćanska
6095,2022-02-26,539,1104,6,DFOH4WOMLZ,Dobrinj
6096,2022-02-26,837,1716,6,DFOH4WOMLZ,Gabonjin
6097,2022-02-26,906,1858,6,DFOH4WOMLZ,Gostinjac
6098,2022-02-26,645,1323,6,DFOH4WOMLZ,Hlapa
6099,2022-02-26,539,1104,6,DFOH4WOMLZ,Polje
6100,2022-02-26,572,1173,6,DFOH4WOMLZ,Rasopasno
6101,2022-02-26,241,2139,7,E7FJZG4ZZD,Krk
6102,2022-02-26,329,2925,7,E7FJZG4ZZD,Lakmartin
6103,2022-02-26,289,2566,7,E7FJZG4ZZD,Pinezići
6104,2022-02-26,433,3850,7,E7FJZG4ZZD,Poljica
6105,2022-02-26,266,2364,7,E7FJZG4ZZD,Batomalj
6106,2022-02-26,482,4278,7,E7FJZG4ZZD,Draga Bašćanska
6107,2022-02-26,236,2096,7,E7FJZG4ZZD,Hlapa
6108,2022-02-26,387,2297,8,QL6JI50ETP,Skrbčići
6109,2022-02-26,364,2160,8,QL6JI50ETP,Vrh
6110,2022-02-26,659,3909,8,QL6JI50ETP,Jurandvor
6111,2022-02-26,511,3034,8,QL6JI50ETP,Čižići
6112,2022-02-26,322,1915,8,QL6JI50ETP,Dobrinj
6113,2022-02-26,511,3034,8,QL6JI50ETP,Klanice
6114,2022-02-26,472,2803,8,QL6JI50ETP,Klimno
6115,2022-02-26,304,1803,8,QL6JI50ETP,Kras
6116,2022-02-26,322,1915,8,QL6JI50ETP,Soline
6117,2022-02-26,304,1803,8,QL6JI50ETP,Sužan
6118,2022-02-26,157,978,9,POC3TWHIKK,Čižići
6119,2022-02-26,188,1172,9,POC3TWHIKK,Dobrinj
6120,2022-02-26,157,978,9,POC3TWHIKK,Gabonjin
6121,2022-02-26,241,1500,9,POC3TWHIKK,Klimno
6122,2022-02-26,378,2346,9,POC3TWHIKK,Kras
6123,2022-02-26,241,1500,9,POC3TWHIKK,Polje
6124,2022-02-26,258,1604,9,POC3TWHIKK,Sužan
6125,2022-02-26,340,2111,9,POC3TWHIKK,Sveti Ivan Dobrinjski
6126,2022-02-26,258,1604,9,POC3TWHIKK,Sveti Vid Dobrinjski
6127,2022-02-26,188,1173,9,POC3TWHIKK,Županje
6128,2022-02-26,226,1407,9,POC3TWHIKK,Barušići
6129,2022-02-26,188,1173,9,POC3TWHIKK,Bogovići
6130,2022-02-26,137,1010,10,LL6L75MAOH,Vrh
6131,2022-02-26,165,1212,10,LL6L75MAOH,Žgaljići
6132,2022-02-26,137,1010,10,LL6L75MAOH,Baška
6133,2022-02-26,188,1381,10,LL6L75MAOH,Čižići
6134,2022-02-26,247,1818,10,LL6L75MAOH,Dobrinj
6135,2022-02-26,188,1381,10,LL6L75MAOH,Gabonjin
6136,2022-02-26,175,1292,10,LL6L75MAOH,Klimno
6137,2022-02-26,220,1616,10,LL6L75MAOH,Kras
6138,2022-02-26,275,2021,10,LL6L75MAOH,Polje
6139,2022-02-26,114,842,10,LL6L75MAOH,Sužan
6140,2022-02-26,137,1010,10,LL6L75MAOH,Sveti Ivan Dobrinjski
6141,2022-02-26,114,842,10,LL6L75MAOH,Sveti Vid Dobrinjski
6142,2022-02-26,363,980,11,PWRE47KYZP,Dobrinj
6143,2022-02-26,492,1327,11,PWRE47KYZP,Gabonjin
6144,2022-02-26,463,1248,11,PWRE47KYZP,Gostinjac
6145,2022-02-26,492,1327,11,PWRE47KYZP,Kras
6146,2022-02-26,719,1938,11,PWRE47KYZP,Polje
6147,2022-02-26,650,1753,11,PWRE47KYZP,Rasopasno
6148,2022-02-26,410,1106,11,PWRE47KYZP,Rudine
6149,2022-02-26,463,1248,11,PWRE47KYZP,Sveti Ivan Dobrinjski
6150,2022-02-26,650,1753,11,PWRE47KYZP,Sveti Vid Dobrinjski
6151,2022-02-26,838,2258,11,PWRE47KYZP,Šilo
6152,2022-02-26,386,1042,11,PWRE47KYZP,Tribulje
6153,2022-02-26,410,1106,11,PWRE47KYZP,Bogovići
6154,2022-02-26,386,1042,11,PWRE47KYZP,Kremenići
6155,2022-02-26,109,346,12,D2JG9GNXNM,Sveti Ivan Dobrinjski
6156,2022-02-26,167,530,12,D2JG9GNXNM,Sveti Vid Dobrinjski
6157,2022-02-26,179,567,12,D2JG9GNXNM,Šilo
6158,2022-02-26,130,414,12,D2JG9GNXNM,Tribulje
6159,2022-02-26,131,415,12,D2JG9GNXNM,Barušići
6160,2022-02-26,262,830,12,D2JG9GNXNM,Bogovići
6161,2022-02-26,235,746,12,D2JG9GNXNM,Kremenići
6162,2022-02-26,157,497,12,D2JG9GNXNM,Ljutići
6163,2022-02-26,109,346,12,D2JG9GNXNM,Milčetići
6164,2022-02-26,167,530,12,D2JG9GNXNM,Milovčići
6165,2022-02-26,179,567,12,D2JG9GNXNM,Oštrobradić
6166,2022-02-26,130,414,12,D2JG9GNXNM,Porat
6167,2022-02-26,704,782,13,8ZNRGQBWYD,Soline
6168,2022-02-26,662,735,13,8ZNRGQBWYD,Sužan
6169,2022-02-26,1028,1142,13,8ZNRGQBWYD,Žestilac
6170,2022-02-26,930,1033,13,8ZNRGQBWYD,Županje
6171,2022-02-26,587,652,13,8ZNRGQBWYD,Barušići
6172,2022-02-26,1198,1331,13,8ZNRGQBWYD,Malinska
6173,2022-02-26,859,954,13,8ZNRGQBWYD,Maršići
6174,2022-02-26,552,614,13,8ZNRGQBWYD,Milčetići
6175,2022-02-26,587,652,13,8ZNRGQBWYD,Radići
6176,2022-02-26,552,614,13,8ZNRGQBWYD,Sabljići
6177,2022-02-26,469,821,14,6O5L23OOTU,Soline
6178,2022-02-26,563,985,14,6O5L23OOTU,Sužan
6179,2022-02-26,469,821,14,6O5L23OOTU,Sveti Ivan Dobrinjski
6180,2022-02-26,720,1259,14,6O5L23OOTU,Žestilac
6181,2022-02-26,901,1576,14,6O5L23OOTU,Županje
6182,2022-02-26,720,1259,14,6O5L23OOTU,Barušići
6183,2022-02-26,770,1347,14,6O5L23OOTU,Malinska
6184,2022-02-26,1014,1773,14,6O5L23OOTU,Maršići
6185,2022-02-26,1127,1970,14,6O5L23OOTU,Milčetići
6186,2022-02-26,563,984,14,6O5L23OOTU,Radići
6187,2022-02-26,676,1181,14,6O5L23OOTU,Sabljići
6188,2022-02-26,563,984,14,6O5L23OOTU,Strilčići
6189,2022-02-26,317,2578,15,BKFMWP4ZDB,Malinska
6190,2022-02-26,339,2756,15,BKFMWP4ZDB,Maršići
6191,2022-02-26,248,2015,15,BKFMWP4ZDB,Milčetići
6192,2022-02-26,496,4032,15,BKFMWP4ZDB,Radići
6193,2022-02-26,446,3628,15,BKFMWP4ZDB,Sabljići
6194,2022-02-26,297,2419,15,BKFMWP4ZDB,Strilčići
6195,2022-02-26,317,2578,15,BKFMWP4ZDB,Turčić
6196,2022-02-26,339,2756,15,BKFMWP4ZDB,Vantačići
6197,2022-02-26,248,2016,15,BKFMWP4ZDB,Zidarići
6198,2022-02-26,223,2095,16,OSKTT1YXFS,Milovčići
6199,2022-02-26,302,2835,16,OSKTT1YXFS,Oštrobradić
6200,2022-02-26,284,2667,16,OSKTT1YXFS,Porat
6201,2022-02-26,302,2835,16,OSKTT1YXFS,Sveti Anton
6202,2022-02-26,441,4142,16,OSKTT1YXFS,Sveti Ivan
6203,2022-02-26,514,4825,16,OSKTT1YXFS,Sveti Vid-Miholjice
6204,2022-02-26,284,2667,16,OSKTT1YXFS,Žgombići
6205,2022-02-26,399,3746,16,OSKTT1YXFS,Njivice
6206,2022-02-26,368,3460,16,OSKTT1YXFS,Omišalj
6207,2022-02-26,251,2364,16,OSKTT1YXFS,Risika
6208,2022-02-26,237,2226,16,OSKTT1YXFS,Vrbnik
6209,2022-02-26,559,37,17,EAWL5GRXPI,Milčetići
6210,2022-02-26,670,44,17,EAWL5GRXPI,Milovčići
6211,2022-02-26,559,37,17,EAWL5GRXPI,Oštrobradić
6212,2022-02-26,857,57,17,EAWL5GRXPI,Strilčići
6213,2022-02-26,1072,72,17,EAWL5GRXPI,Sveti Anton
6214,2022-02-26,857,57,17,EAWL5GRXPI,Sveti Ivan
6215,2022-02-26,916,61,17,EAWL5GRXPI,Zidarići
6216,2022-02-26,1206,81,17,EAWL5GRXPI,Žgombići
6217,2022-02-26,1341,90,17,EAWL5GRXPI,Njivice
6218,2022-02-26,670,45,17,EAWL5GRXPI,Garica
6219,2022-02-26,804,54,17,EAWL5GRXPI,Kampelje
6220,2022-02-26,670,45,17,EAWL5GRXPI,Risika
6221,2022-02-26,972,13,18,TW6FWFWWRL,Sveti Ivan
6222,2022-02-26,1183,16,18,TW6FWFWWRL,Sveti Vid-Miholjice
6223,2022-02-26,1182,16,18,TW6FWFWWRL,Njivice
6224,2022-02-26,1690,24,18,TW6FWFWWRL,Omišalj
6225,2022-02-26,972,13,18,TW6FWFWWRL,Risika
6226,2022-02-26,1183,16,18,TW6FWFWWRL,Vrbnik
6227,2022-02-26,589,492,19,A6JEL2CAEO,Turčić
6228,2022-02-26,1277,1068,19,A6JEL2CAEO,Punat
6229,2022-02-26,589,492,19,A6JEL2CAEO,Stara Baška
6230,2022-02-26,299,553,20,RCIHSNCBTL,Sveti Ivan
6231,2022-02-26,318,588,20,RCIHSNCBTL,Sveti Vid-Miholjice
6232,2022-02-26,299,553,20,RCIHSNCBTL,Žgombići
6233,2022-02-26,465,860,20,RCIHSNCBTL,Njivice
6234,2022-02-26,503,931,20,RCIHSNCBTL,Omišalj
6235,2022-02-26,318,588,20,RCIHSNCBTL,Kampelje
6236,2022-02-26,503,931,20,RCIHSNCBTL,Risika
6237,2022-02-26,649,1200,20,RCIHSNCBTL,Vrbnik
6238,2022-02-27,632,205,1,PBQ7X5JDYD,Brusići
6239,2022-02-27,903,293,1,PBQ7X5JDYD,Brzac
6240,2022-02-27,903,293,1,PBQ7X5JDYD,Kornić
6241,2022-02-27,519,168,1,PBQ7X5JDYD,Milohnići
6242,2022-02-27,632,205,1,PBQ7X5JDYD,Muraj
6243,2022-02-27,519,168,1,PBQ7X5JDYD,Nenadići
6244,2022-02-27,376,122,1,PBQ7X5JDYD,Vrh
6245,2022-02-27,451,146,1,PBQ7X5JDYD,Žgaljići
6246,2022-02-27,376,122,1,PBQ7X5JDYD,Baška
6247,2022-02-27,1011,974,2,LHP09PJJNH,Kornić
6248,2022-02-27,2427,2337,2,LHP09PJJNH,Krk
6249,2022-02-27,1659,1597,2,LHP09PJJNH,Lakmartin
6250,2022-02-27,1143,256,3,N1B1BNP4BF,Brzac
6251,2022-02-27,1812,406,3,N1B1BNP4BF,Kornić
6252,2022-02-27,2334,523,3,N1B1BNP4BF,Krk
6253,2022-02-27,1371,307,3,N1B1BNP4BF,Lakmartin
6254,2022-02-27,1290,289,3,N1B1BNP4BF,Nenadići
6255,2022-02-27,1371,307,3,N1B1BNP4BF,Pinezići
6256,2022-02-27,1013,227,3,N1B1BNP4BF,Poljica
6257,2022-02-27,108,537,4,DRA7OZ2UFF,Brzac
6258,2022-02-27,171,850,4,DRA7OZ2UFF,Kornić
6259,2022-02-27,189,941,4,DRA7OZ2UFF,Krk
6260,2022-02-27,129,644,4,DRA7OZ2UFF,Lakmartin
6261,2022-02-27,101,505,4,DRA7OZ2UFF,Muraj
6262,2022-02-27,158,786,4,DRA7OZ2UFF,Nenadići
6263,2022-02-27,221,1096,4,DRA7OZ2UFF,Pinezići
6264,2022-02-27,122,605,4,DRA7OZ2UFF,Poljica
6265,2022-02-27,122,605,4,DRA7OZ2UFF,Baška
6266,2022-02-27,129,644,4,DRA7OZ2UFF,Batomalj
6267,2022-02-27,95,476,4,DRA7OZ2UFF,Draga Bašćanska
6268,2022-02-27,600,3297,5,XEDEKWCXKH,Bajčići
6269,2022-02-27,493,2711,5,XEDEKWCXKH,Brusići
6270,2022-02-27,858,4710,5,XEDEKWCXKH,Linardići
6271,2022-02-27,600,3296,5,XEDEKWCXKH,Milohnići
6272,2022-02-27,686,3767,5,XEDEKWCXKH,Skrbčići
6273,2022-02-27,858,4710,5,XEDEKWCXKH,Vrh
6274,2022-02-27,428,2354,5,XEDEKWCXKH,Jurandvor
6275,2022-02-27,357,1963,5,XEDEKWCXKH,Čižići
6276,2022-02-27,486,998,6,DFOH4WOMLZ,Muraj
6277,2022-02-27,746,1530,6,DFOH4WOMLZ,Nenadići
6278,2022-02-27,798,1636,6,DFOH4WOMLZ,Pinezići
6279,2022-02-27,583,1196,6,DFOH4WOMLZ,Poljica
6280,2022-02-27,572,1173,6,DFOH4WOMLZ,Žgaljići
6281,2022-02-27,1168,2394,6,DFOH4WOMLZ,Baška
6282,2022-02-27,1002,2055,6,DFOH4WOMLZ,Batomalj
6283,2022-02-27,686,1406,6,DFOH4WOMLZ,Draga Bašćanska
6284,2022-02-27,539,1104,6,DFOH4WOMLZ,Dobrinj
6285,2022-02-27,837,1716,6,DFOH4WOMLZ,Gabonjin
6286,2022-02-27,906,1858,6,DFOH4WOMLZ,Gostinjac
6287,2022-02-27,645,1323,6,DFOH4WOMLZ,Hlapa
6288,2022-02-27,539,1104,6,DFOH4WOMLZ,Polje
6289,2022-02-27,572,1173,6,DFOH4WOMLZ,Rasopasno
6290,2022-02-27,241,2139,7,E7FJZG4ZZD,Krk
6291,2022-02-27,329,2925,7,E7FJZG4ZZD,Lakmartin
6292,2022-02-27,289,2566,7,E7FJZG4ZZD,Pinezići
6293,2022-02-27,433,3850,7,E7FJZG4ZZD,Poljica
6294,2022-02-27,266,2364,7,E7FJZG4ZZD,Batomalj
6295,2022-02-27,482,4278,7,E7FJZG4ZZD,Draga Bašćanska
6296,2022-02-27,236,2096,7,E7FJZG4ZZD,Hlapa
6297,2022-02-27,387,2297,8,QL6JI50ETP,Skrbčići
6298,2022-02-27,364,2160,8,QL6JI50ETP,Vrh
6299,2022-02-27,659,3909,8,QL6JI50ETP,Jurandvor
6300,2022-02-27,511,3034,8,QL6JI50ETP,Čižići
6301,2022-02-27,322,1915,8,QL6JI50ETP,Dobrinj
6302,2022-02-27,511,3034,8,QL6JI50ETP,Klanice
6303,2022-02-27,472,2803,8,QL6JI50ETP,Klimno
6304,2022-02-27,304,1803,8,QL6JI50ETP,Kras
6305,2022-02-27,322,1915,8,QL6JI50ETP,Soline
6306,2022-02-27,304,1803,8,QL6JI50ETP,Sužan
6307,2022-02-27,157,978,9,POC3TWHIKK,Čižići
6308,2022-02-27,188,1172,9,POC3TWHIKK,Dobrinj
6309,2022-02-27,157,978,9,POC3TWHIKK,Gabonjin
6310,2022-02-27,241,1500,9,POC3TWHIKK,Klimno
6311,2022-02-27,378,2346,9,POC3TWHIKK,Kras
6312,2022-02-27,241,1500,9,POC3TWHIKK,Polje
6313,2022-02-27,258,1604,9,POC3TWHIKK,Sužan
6314,2022-02-27,340,2111,9,POC3TWHIKK,Sveti Ivan Dobrinjski
6315,2022-02-27,258,1604,9,POC3TWHIKK,Sveti Vid Dobrinjski
6316,2022-02-27,188,1173,9,POC3TWHIKK,Županje
6317,2022-02-27,226,1407,9,POC3TWHIKK,Barušići
6318,2022-02-27,188,1173,9,POC3TWHIKK,Bogovići
6319,2022-02-27,137,1010,10,LL6L75MAOH,Vrh
6320,2022-02-27,165,1212,10,LL6L75MAOH,Žgaljići
6321,2022-02-27,137,1010,10,LL6L75MAOH,Baška
6322,2022-02-27,188,1381,10,LL6L75MAOH,Čižići
6323,2022-02-27,247,1818,10,LL6L75MAOH,Dobrinj
6324,2022-02-27,188,1381,10,LL6L75MAOH,Gabonjin
6325,2022-02-27,175,1292,10,LL6L75MAOH,Klimno
6326,2022-02-27,220,1616,10,LL6L75MAOH,Kras
6327,2022-02-27,275,2021,10,LL6L75MAOH,Polje
6328,2022-02-27,114,842,10,LL6L75MAOH,Sužan
6329,2022-02-27,137,1010,10,LL6L75MAOH,Sveti Ivan Dobrinjski
6330,2022-02-27,114,842,10,LL6L75MAOH,Sveti Vid Dobrinjski
6331,2022-02-27,363,980,11,PWRE47KYZP,Dobrinj
6332,2022-02-27,492,1327,11,PWRE47KYZP,Gabonjin
6333,2022-02-27,463,1248,11,PWRE47KYZP,Gostinjac
6334,2022-02-27,492,1327,11,PWRE47KYZP,Kras
6335,2022-02-27,719,1938,11,PWRE47KYZP,Polje
6336,2022-02-27,650,1753,11,PWRE47KYZP,Rasopasno
6337,2022-02-27,410,1106,11,PWRE47KYZP,Rudine
6338,2022-02-27,463,1248,11,PWRE47KYZP,Sveti Ivan Dobrinjski
6339,2022-02-27,650,1753,11,PWRE47KYZP,Sveti Vid Dobrinjski
6340,2022-02-27,838,2258,11,PWRE47KYZP,Šilo
6341,2022-02-27,386,1042,11,PWRE47KYZP,Tribulje
6342,2022-02-27,410,1106,11,PWRE47KYZP,Bogovići
6343,2022-02-27,386,1042,11,PWRE47KYZP,Kremenići
6344,2022-02-27,109,346,12,D2JG9GNXNM,Sveti Ivan Dobrinjski
6345,2022-02-27,167,530,12,D2JG9GNXNM,Sveti Vid Dobrinjski
6346,2022-02-27,179,567,12,D2JG9GNXNM,Šilo
6347,2022-02-27,130,414,12,D2JG9GNXNM,Tribulje
6348,2022-02-27,131,415,12,D2JG9GNXNM,Barušići
6349,2022-02-27,262,830,12,D2JG9GNXNM,Bogovići
6350,2022-02-27,235,746,12,D2JG9GNXNM,Kremenići
6351,2022-02-27,157,497,12,D2JG9GNXNM,Ljutići
6352,2022-02-27,109,346,12,D2JG9GNXNM,Milčetići
6353,2022-02-27,167,530,12,D2JG9GNXNM,Milovčići
6354,2022-02-27,179,567,12,D2JG9GNXNM,Oštrobradić
6355,2022-02-27,130,414,12,D2JG9GNXNM,Porat
6356,2022-02-27,704,782,13,8ZNRGQBWYD,Soline
6357,2022-02-27,662,735,13,8ZNRGQBWYD,Sužan
6358,2022-02-27,1028,1142,13,8ZNRGQBWYD,Žestilac
6359,2022-02-27,930,1033,13,8ZNRGQBWYD,Županje
6360,2022-02-27,587,652,13,8ZNRGQBWYD,Barušići
6361,2022-02-27,1198,1331,13,8ZNRGQBWYD,Malinska
6362,2022-02-27,859,954,13,8ZNRGQBWYD,Maršići
6363,2022-02-27,552,614,13,8ZNRGQBWYD,Milčetići
6364,2022-02-27,587,652,13,8ZNRGQBWYD,Radići
6365,2022-02-27,552,614,13,8ZNRGQBWYD,Sabljići
6366,2022-02-27,469,821,14,6O5L23OOTU,Soline
6367,2022-02-27,563,985,14,6O5L23OOTU,Sužan
6368,2022-02-27,469,821,14,6O5L23OOTU,Sveti Ivan Dobrinjski
6369,2022-02-27,720,1259,14,6O5L23OOTU,Žestilac
6370,2022-02-27,901,1576,14,6O5L23OOTU,Županje
6371,2022-02-27,720,1259,14,6O5L23OOTU,Barušići
6372,2022-02-27,770,1347,14,6O5L23OOTU,Malinska
6373,2022-02-27,1014,1773,14,6O5L23OOTU,Maršići
6374,2022-02-27,1127,1970,14,6O5L23OOTU,Milčetići
6375,2022-02-27,563,984,14,6O5L23OOTU,Radići
6376,2022-02-27,676,1181,14,6O5L23OOTU,Sabljići
6377,2022-02-27,563,984,14,6O5L23OOTU,Strilčići
6378,2022-02-27,317,2578,15,BKFMWP4ZDB,Malinska
6379,2022-02-27,339,2756,15,BKFMWP4ZDB,Maršići
6380,2022-02-27,248,2015,15,BKFMWP4ZDB,Milčetići
6381,2022-02-27,496,4032,15,BKFMWP4ZDB,Radići
6382,2022-02-27,446,3628,15,BKFMWP4ZDB,Sabljići
6383,2022-02-27,297,2419,15,BKFMWP4ZDB,Strilčići
6384,2022-02-27,317,2578,15,BKFMWP4ZDB,Turčić
6385,2022-02-27,339,2756,15,BKFMWP4ZDB,Vantačići
6386,2022-02-27,248,2016,15,BKFMWP4ZDB,Zidarići
6387,2022-02-27,223,2095,16,OSKTT1YXFS,Milovčići
6388,2022-02-27,302,2835,16,OSKTT1YXFS,Oštrobradić
6389,2022-02-27,284,2667,16,OSKTT1YXFS,Porat
6390,2022-02-27,302,2835,16,OSKTT1YXFS,Sveti Anton
6391,2022-02-27,441,4142,16,OSKTT1YXFS,Sveti Ivan
6392,2022-02-27,514,4825,16,OSKTT1YXFS,Sveti Vid-Miholjice
6393,2022-02-27,284,2667,16,OSKTT1YXFS,Žgombići
6394,2022-02-27,399,3746,16,OSKTT1YXFS,Njivice
6395,2022-02-27,368,3460,16,OSKTT1YXFS,Omišalj
6396,2022-02-27,251,2364,16,OSKTT1YXFS,Risika
6397,2022-02-27,237,2226,16,OSKTT1YXFS,Vrbnik
6398,2022-02-27,559,37,17,EAWL5GRXPI,Milčetići
6399,2022-02-27,670,44,17,EAWL5GRXPI,Milovčići
